Transaction_date,Quantity,Subtotal,Taxes,DiscountPrice,TotalAmount,Payment_Method,Products_ProductID,CustomerCart_CustomerID,Cashier_CashierID
2016-08-06,2,604.77,32.13,90.72,636.90,"Credit card",TEC-PH-10002275,Janet,1
2016-08-06,4,635.96,27.82,190.79,663.78,"Credit card",TEC-PH-10004042,Ted,2
2016-08-07,2,56.70,3.19,5.67,59.89,Debitcard,OFF-PA-10000474,Darrin,1
2016-08-08,9,175.68,9.88,17.57,185.56,COD,FUR-FU-10001591,Ted,3
2016-08-08,2,19.64,1.23,0.00,20.87,COD,OFF-LA-10002034,Kunst,3
2016-08-08,1,4.13,0.26,0.00,4.39,COD,OFF-LA-10004484,Darren,3
2016-08-08,2,56.10,3.16,5.61,59.25,COD,OFF-SU-10002573,Kunst,3
2016-08-10,4,22.34,1.40,0.00,23.73,EMI,OFF-FA-10000585,Alejandro,1
2016-08-10,3,67.44,3.79,6.74,71.23,EMI,OFF-PA-10001994,Ted,1
2016-08-12,4,711.92,31.15,213.58,743.07,Debitcard,OFF-AP-10002518,Claire,1
2016-08-12,1,6.48,0.41,0.00,6.89,Debitcard,OFF-PA-10000029,Steve,3
2016-08-12,9,30.82,1.93,0.00,32.74,Debitcard,OFF-PA-10000130,Matt,1
2016-08-12,2,89.57,5.04,8.96,94.61,Debitcard,TEC-PH-10002350,Ted,1
2016-08-13,3,70.02,3.94,7.00,73.96,Debitcard,OFF-FA-10001883,Sean,3
2016-08-15,2,769.54,40.88,115.43,810.42,COD,FUR-TA-10001932,Gene,2
2016-08-15,6,292.75,16.47,29.28,309.22,COD,OFF-AP-10004487,Karen,2
2016-08-15,5,11.43,0.71,0.00,12.14,COD,OFF-BI-10002160,Gene,2
2016-08-15,7,3499.86,185.93,524.98,3685.79,netbanking,TEC-AC-10004145,Odella,2
2016-08-16,2,113.37,5.67,22.67,119.04,"Credit card",FUR-CH-10000225,Brosina,1
2016-08-17,2,225.30,9.86,67.59,235.15,Debitcard,FUR-CH-10000988,Erin,1
2016-08-17,8,22.46,1.40,0.00,23.87,Debitcard,OFF-BI-10000138,Brosina,2
2016-08-17,3,30.82,1.73,3.08,32.55,Debitcard,OFF-PA-10004947,Erin,2
2016-08-18,2,205.67,9.00,61.70,214.66,netbanking,FUR-BO-10001337,Linda,1
2016-08-18,3,2.56,0.16,0.00,2.72,netbanking,OFF-BI-10003529,Zuschuss,1
2016-08-20,3,8.69,0.54,0.00,9.23,EMI,OFF-EN-10004030,Alejandro,1
2016-08-20,1,3.15,0.20,0.00,3.35,"Credit card",OFF-LA-10000452,Eric,1
2016-08-20,7,1411.09,74.96,211.66,1486.05,"Credit card",TEC-PH-10000369,Kunst,1
2016-08-20,3,161.95,8.10,32.39,170.04,"Credit card",TEC-PH-10004896,Darrin,1
2016-08-21,3,61.16,3.44,6.12,64.60,Debitcard,OFF-AP-10003287,Alejandro,1
2016-08-21,3,37.76,2.12,3.78,39.89,Debitcard,OFF-BI-10001989,Joel,1
2016-08-21,4,11.78,0.74,0.00,12.52,netbanking,OFF-BI-10003712,Matt,1
2016-08-23,9,355.32,19.99,35.53,375.31,netbanking,OFF-AP-10000576,Alejandro,1
2016-08-23,2,23.65,1.33,2.36,24.98,netbanking,TEC-PH-10004924,Linda,2
2016-08-24,1,39.99,2.25,4.00,42.24,Debitcard,TEC-PH-10000439,Andrew,1
2016-08-26,2,8.62,0.54,0.00,9.16,netbanking,OFF-BI-10003676,Darren,2
2016-08-27,8,52.70,3.29,0.00,56.00,Cash,OFF-BI-10000088,Patrick,1
2016-08-27,3,30.69,1.73,3.07,32.42,Cash,OFF-FA-10002983,Janet,1
2016-08-27,5,247.84,13.94,24.78,261.78,Cash,OFF-PA-10003625,Karen,1
2016-08-28,6,1171.10,51.24,351.33,1222.34,Cash,FUR-CH-10002126,Janet,1
2016-08-28,2,141.94,7.10,28.39,149.04,"Credit card",OFF-AP-10002439,Lena,3
2016-08-28,2,6.61,0.41,0.00,7.02,Debitcard,OFF-AR-10000390,Emily,1
2016-08-28,2,6.64,0.41,0.00,7.05,"Credit card",OFF-BI-10002827,Tracy,3
2016-08-28,2,268.58,11.75,80.57,280.33,"Credit card",OFF-EN-10002230,Brendan,3
2016-08-28,2,159.98,8.00,32.00,167.98,Cash,TEC-AC-10004571,Henry,1
2016-08-29,4,2805.49,149.04,420.82,2954.53,Cash,FUR-CH-10001215,Darren,2
2016-08-29,1,6.48,0.41,0.00,6.89,"Credit card",OFF-PA-10000019,Claire,3
2016-08-30,6,665.88,29.13,199.76,695.01,Cash,FUR-CH-10001973,Andrew,2
2016-08-30,3,67.82,3.82,6.78,71.64,Debitcard,FUR-FU-10004973,Patrick,3
2016-08-30,5,43.10,2.69,0.00,45.79,Cash,OFF-AP-10001492,Lena,2
2016-08-30,5,108.72,6.12,10.87,114.84,Cash,OFF-EN-10002504,Andrew,2
2016-08-30,6,55.49,3.47,0.00,58.96,Cash,OFF-PA-10002160,Odella,2
2016-08-30,8,1818.24,96.59,272.74,1914.83,Debitcard,OFF-ST-10002743,Alejandro,3
2016-08-30,4,47.64,2.68,4.76,50.32,Cash,OFF-SU-10002189,Ken,2
2016-08-30,7,1666.00,88.51,249.90,1754.51,Debitcard,TEC-AC-10002842,Janet,3
2016-08-30,3,1256.40,66.75,188.46,1323.15,Cash,TEC-MA-10001972,Lena,2
2016-08-31,2,312.75,13.68,93.82,326.43,netbanking,FUR-BO-10003159,Steve,1
2016-08-31,9,26.28,1.64,0.00,27.92,netbanking,OFF-BI-10000050,Andrew,1
2016-08-31,4,30.07,1.88,0.00,31.95,netbanking,OFF-BI-10002414,Andrew,1
2016-09-01,4,1798.27,95.53,269.74,1893.81,EMI,FUR-CH-10003312,Andrew,2
2016-09-01,1,209.67,11.14,31.45,220.81,netbanking,FUR-TA-10001307,Paul,2
2016-09-01,5,43.50,2.72,0.00,46.22,netbanking,OFF-BI-10000174,Harold,2
2016-09-01,6,100.70,5.66,10.07,106.37,EMI,OFF-BI-10001524,Emily,2
2016-09-01,4,18.69,1.17,0.00,19.86,netbanking,OFF-FA-10000735,Eric,2
2016-09-01,10,300.72,16.92,30.07,317.64,EMI,OFF-LA-10001074,Darrin,2
2016-09-01,3,196.75,9.84,39.35,206.59,netbanking,OFF-PA-10000675,Harold,2
2016-09-01,1,3.53,0.22,0.00,3.75,COD,OFF-PA-10002615,Tracy,3
2016-09-01,9,195.70,11.01,19.57,206.70,netbanking,OFF-PA-10002666,Darrin,2
2016-09-01,1,4.62,0.29,0.00,4.91,COD,OFF-PA-10004971,Emily,3
2016-09-01,2,108.45,5.42,21.69,113.87,EMI,OFF-ST-10000675,Sandra,2
2016-09-01,4,137.92,7.76,13.79,145.68,COD,OFF-SU-10004261,Sandra,3
2016-09-01,5,51.52,2.90,5.15,54.42,COD,OFF-SU-10004498,Sandra,3
2016-09-01,3,95.95,5.40,9.60,101.35,netbanking,TEC-PH-10000011,Sandra,2
2016-09-01,3,484.83,21.21,145.45,506.04,EMI,TEC-PH-10003645,Alejandro,2
2016-09-02,3,13.68,0.86,0.00,14.54,"Credit card",OFF-AR-10004165,Sandra,3
2016-09-02,3,3.58,0.22,0.00,3.80,Debitcard,OFF-BI-10002609,Matt,3
2016-09-02,2,6.61,0.41,0.00,7.02,EMI,OFF-BI-10004970,Brosina,3
2016-09-02,1,1.81,0.11,0.00,1.92,EMI,OFF-FA-10002676,Erin,3
2016-09-02,3,30.96,1.74,3.10,32.70,Debitcard,OFF-PA-10002246,Gene,1
2016-09-02,7,80.78,4.54,8.08,85.32,Debitcard,OFF-PA-10003256,Patrick,3
2016-09-02,2,95.97,5.40,9.60,101.37,"Credit card",TEC-AC-10001109,Ruben,3
2016-09-02,3,287.93,14.40,57.59,302.32,Debitcard,TEC-AC-10001767,Joel,3
2016-09-02,3,108.58,6.11,10.86,114.68,Debitcard,TEC-PH-10002890,Odella,1
2016-09-03,4,327.76,16.39,65.55,344.15,"Credit card",FUR-BO-10002853,Henry,3
2016-09-03,4,282.24,14.11,56.45,296.35,"Credit card",FUR-TA-10004152,Emily,3
2016-09-03,2,6.97,0.44,0.00,7.41,"Credit card",OFF-BI-10002071,Janet,3
2016-09-03,1,2.29,0.14,0.00,2.43,EMI,OFF-BI-10002160,Matt,2
2016-09-03,4,4355.17,258.59,217.76,4613.76,EMI,OFF-BI-10004995,Erin,2
2016-09-03,7,39.69,2.48,0.00,42.17,"Credit card",OFF-FA-10000053,Darren,3
2016-09-03,4,49.12,2.76,4.91,51.88,EMI,OFF-PA-10001970,Brendan,2
2016-09-03,2,24.56,1.38,2.46,25.94,EMI,OFF-PA-10001970,Darrin,2
2016-09-03,3,55.86,3.14,5.59,59.00,"Credit card",OFF-SU-10000381,Linda,2
2016-09-03,1,6.79,0.42,0.00,7.21,EMI,TEC-AC-10000290,Kunst,2
2016-09-04,2,43.76,2.46,4.38,46.22,netbanking,OFF-EN-10001335,Pete,1
2016-09-04,4,22.00,1.38,0.00,23.38,Debitcard,TEC-PH-10003442,Irene,2
2016-09-05,5,2282.94,121.28,342.44,2404.22,netbanking,OFF-BI-10000545,Harold,1
2016-09-05,7,62.58,3.91,0.00,66.49,Debitcard,OFF-FA-10002780,Matt,3
2016-09-05,7,96.32,5.42,9.63,101.74,COD,OFF-PA-10002713,Harold,1
2016-09-05,6,30.48,1.91,0.00,32.39,Debitcard,OFF-PA-10004675,Kunst,3
2016-09-05,2,47.98,2.70,4.80,50.67,Debitcard,TEC-PH-10002293,Brendan,3
2016-09-05,3,374.38,16.38,112.31,390.75,netbanking,TEC-PH-10002496,Eric,1
2016-09-06,2,15.99,1.00,0.00,16.99,Debitcard,FUR-FU-10001967,Matt,3
2016-09-06,2,150.96,7.55,30.19,158.51,Debitcard,OFF-AR-10002240,Gene,3
2016-09-06,2,5.84,0.37,0.00,6.21,netbanking,OFF-BI-10000050,Lena,1
2016-09-06,2,8.72,0.55,0.00,9.27,netbanking,OFF-FA-10000304,Patrick,1
2016-09-06,2,192.16,9.61,38.43,201.77,netbanking,OFF-PA-10004381,Odella,1
2016-09-06,3,222.72,11.14,44.54,233.86,"Credit card",TEC-PH-10003505,Tracy,2
2016-09-07,3,170.06,8.50,34.01,178.56,Cash,FUR-CH-10002372,Ken,1
2016-09-07,1,12.22,0.69,1.22,12.91,Cash,FUR-FU-10000246,Kunst,1
2016-09-07,2,39.08,2.20,3.91,41.28,Debitcard,FUR-FU-10004848,Henry,2
2016-09-07,7,114.74,6.45,11.47,121.20,Debitcard,OFF-BI-10001597,Sean,3
2016-09-07,3,46.94,2.64,4.69,49.58,Debitcard,OFF-EN-10001099,Ruben,3
2016-09-07,7,17.64,1.10,0.00,18.74,Cash,OFF-LA-10001317,Brendan,1
2016-09-07,3,10.27,0.64,0.00,10.91,Debitcard,OFF-PA-10000327,Darren,3
2016-09-07,4,182.72,10.28,18.27,193.00,Cash,OFF-PA-10002222,Irene,1
2016-09-07,3,155.95,7.80,31.19,163.75,Cash,OFF-ST-10000060,Patrick,1
2016-09-07,3,212.85,10.64,42.57,223.49,Cash,OFF-ST-10003058,Paul,1
2016-09-07,2,217.57,9.52,65.27,227.09,Debitcard,TEC-PH-10002660,Ruben,3
2016-09-08,1,10.78,0.61,1.08,11.39,COD,OFF-ST-10001590,Tracy,1
2016-09-09,3,541.76,23.70,162.53,565.47,Debitcard,FUR-BO-10001811,Darren,2
2016-09-09,3,167.90,8.40,33.58,176.30,EMI,FUR-FU-10003394,Karen,3
2016-09-09,3,77.97,4.39,7.80,82.36,EMI,OFF-AR-10001044,Andrew,1
2016-09-09,1,3.91,0.24,0.00,4.16,EMI,OFF-AR-10002804,Steve,1
2016-09-09,3,26.42,1.65,0.00,28.08,Debitcard,OFF-BI-10004236,Andrew,3
2016-09-09,5,38.22,2.39,0.00,40.61,COD,OFF-BI-10004410,Zuschuss,3
2016-09-09,2,50.98,2.87,5.10,53.84,Debitcard,TEC-AC-10004761,Ruben,2
2016-09-10,4,5990.66,355.70,299.53,6346.36,netbanking,FUR-BO-10004834,Lena,1
2016-09-10,3,188.37,9.42,37.67,197.79,Debitcard,OFF-AP-10002457,Erin,2
2016-09-10,1,186.73,8.17,56.02,194.90,Debitcard,OFF-AP-10003779,Zuschuss,2
2016-09-10,3,215.88,10.79,43.18,226.67,Debitcard,OFF-AR-10004022,Odella,3
2016-09-10,4,50.35,2.83,5.04,53.18,Cash,OFF-BI-10001989,Ken,1
2016-09-10,2,24.77,1.39,2.48,26.16,Cash,OFF-BI-10002225,Brendan,1
2016-09-10,9,71.10,4.44,0.00,75.54,Debitcard,OFF-FA-10002763,Harold,2
2016-09-10,5,43.60,2.73,0.00,46.33,Cash,OFF-ST-10000918,Andrew,1
2016-09-10,4,327.84,16.39,65.57,344.23,netbanking,OFF-ST-10000934,Henry,1
2016-09-10,3,44.94,2.53,4.49,47.47,netbanking,OFF-ST-10001580,Linda,1
2016-09-10,2,115.17,5.76,23.03,120.93,netbanking,TEC-AC-10000158,Patrick,1
2016-09-10,8,185.60,10.44,18.56,196.04,COD,TEC-AC-10002345,Emily,1
2016-09-11,7,447.17,22.36,89.43,469.53,EMI,FUR-CH-10002647,Ken,2
2016-09-11,6,77.88,4.38,7.79,82.26,"Credit card",OFF-AP-10000358,Eric,1
2016-09-11,2,6.41,0.40,0.00,6.81,Debitcard,OFF-BI-10001031,Darren,2
2016-09-11,2,18.28,1.14,0.00,19.42,EMI,OFF-BI-10001036,Patrick,3
2016-09-11,3,119.94,6.75,11.99,126.69,Debitcard,OFF-EN-10003055,Alejandro,2
2016-09-12,3,202.68,10.13,40.54,212.81,COD,OFF-AR-10000538,Matt,3
2016-09-12,2,140.74,7.04,28.15,147.77,Debitcard,OFF-AR-10001953,Linda,1
2016-09-12,3,194.11,9.71,38.82,203.82,EMI,OFF-PA-10000501,Irene,2
2016-09-12,4,43.96,2.47,4.40,46.43,EMI,TEC-AC-10004209,Andrew,2
2016-09-12,5,74.95,4.22,7.50,79.17,Debitcard,TEC-PH-10000923,Claire,1
2016-09-13,4,9.23,0.58,0.00,9.81,"Credit card",OFF-BI-10004654,Pete,2
2016-09-13,2,16.90,1.06,0.00,17.95,netbanking,OFF-PA-10001204,Tracy,3
2016-09-13,9,1214.91,53.15,364.47,1268.06,netbanking,TEC-PH-10004667,Brendan,3
2016-09-14,3,208.73,10.44,41.75,219.16,Debitcard,FUR-BO-10003450,Henry,2
2016-09-14,2,816.84,43.39,122.53,860.24,Cash,FUR-CH-10004086,Janet,2
2016-09-14,1,15.23,0.86,1.52,16.09,Cash,FUR-FU-10001756,Tracy,2
2016-09-14,4,7.57,0.47,0.00,8.04,Cash,FUR-FU-10001918,Steve,2
2016-09-14,4,60.03,3.38,6.00,63.41,Cash,FUR-FU-10003832,Joel,3
2016-09-14,2,28.27,1.59,2.83,29.86,netbanking,FUR-FU-10004671,Lena,3
2016-09-14,3,1443.53,76.69,216.53,1520.22,netbanking,FUR-TA-10003569,Linda,3
2016-09-14,5,257.94,12.90,51.59,270.84,netbanking,FUR-TA-10004086,Irene,2
2016-09-14,4,23.62,1.48,0.00,25.09,Debitcard,OFF-LA-10000248,Erin,2
2016-09-14,3,7.83,0.49,0.00,8.32,Cash,OFF-LA-10000634,Pete,2
2016-09-14,1,6.69,0.42,0.00,7.11,netbanking,OFF-PA-10000575,Irene,3
2016-09-14,2,59.48,3.35,5.95,62.83,netbanking,OFF-ST-10000352,Paul,3
2016-09-14,5,1799.90,95.62,269.99,1895.52,netbanking,TEC-PH-10000895,Zuschuss,2
2016-09-16,1,8.87,0.55,0.00,9.43,Cash,OFF-EN-10002312,Darren,1
2016-09-16,8,2559.87,135.99,383.98,2695.87,Cash,TEC-CO-10001943,Ruben,1
2016-09-17,3,14.95,0.93,0.00,15.89,Debitcard,OFF-BI-10001658,Darrin,3
2016-09-17,1,7.61,0.48,0.00,8.09,Debitcard,OFF-PA-10004569,Alejandro,2
2016-09-17,5,75.04,4.22,7.50,79.26,Debitcard,OFF-ST-10002562,Andrew,3
2016-09-17,3,665.88,35.37,99.88,701.25,Cash,OFF-ST-10004186,Ken,2
2016-09-17,13,861.38,43.07,172.28,904.45,Debitcard,TEC-AC-10003832,Odella,2
2016-09-18,4,25.92,1.62,0.00,27.54,Cash,OFF-PA-10000029,Patrick,3
2016-09-19,2,1402.74,74.52,210.41,1477.26,EMI,FUR-CH-10001215,Sandra,1
2016-09-19,2,4.62,0.29,0.00,4.90,EMI,OFF-BI-10004654,Henry,1
2016-09-19,1,5.34,0.33,0.00,5.68,EMI,OFF-PA-10003651,Karen,3
2016-09-20,2,127.76,6.39,25.55,134.15,EMI,FUR-CH-10002647,Pete,3
2016-09-20,3,16.06,1.00,0.00,17.06,EMI,FUR-FU-10002107,Sean,3
2016-09-20,1,2.67,0.17,0.00,2.84,EMI,OFF-AR-10002257,Henry,3
2016-09-20,7,36.50,2.28,0.00,38.78,COD,OFF-BI-10002103,Zuschuss,1
2016-09-20,2,315.59,13.81,94.68,329.39,"Credit card",OFF-BI-10003650,Brosina,2
2016-09-20,5,51.36,2.89,5.14,54.25,COD,OFF-PA-10000807,Steve,1
2016-09-21,4,1221.25,64.88,183.19,1286.13,Debitcard,FUR-CH-10004675,Pete,2
2016-09-21,2,227.78,9.97,68.33,237.74,COD,FUR-CH-10004875,Emily,3
2016-09-21,3,39.62,2.23,3.96,41.85,Debitcard,OFF-BI-10004826,Ruben,2
2016-09-21,3,51.12,2.88,5.11,54.00,Debitcard,OFF-PA-10002377,Pete,2
2016-09-21,9,1284.98,56.22,385.50,1341.20,Debitcard,OFF-ST-10001490,Andrew,2
2016-09-21,2,131.98,6.60,26.40,138.58,COD,TEC-PH-10002085,Patrick,3
2016-09-22,3,76.90,4.33,7.69,81.22,EMI,FUR-FU-10003424,Erin,2
2016-09-22,2,218.96,9.58,65.69,228.54,COD,FUR-FU-10004952,Claire,3
2016-09-22,4,836.59,44.44,125.49,881.04,netbanking,FUR-TA-10001095,Steve,2
2016-09-22,3,20.10,1.26,0.00,21.36,EMI,OFF-AR-10004930,Odella,1
2016-09-22,5,78.12,4.39,7.81,82.51,Cash,OFF-BI-10002026,Eric,2
2016-09-22,1,3.00,0.19,0.00,3.19,netbanking,OFF-LA-10002787,Erin,2
2016-09-22,1,6.48,0.41,0.00,6.89,EMI,OFF-PA-10000304,Henry,1
2016-09-22,3,350.28,15.32,105.08,365.60,COD,TEC-PH-10001944,Joel,3
2016-09-22,2,91.98,5.17,9.20,97.15,EMI,TEC-PH-10004093,Kunst,1
2016-09-23,1,350.98,18.65,52.65,369.63,EMI,FUR-CH-10001854,Pete,3
2016-09-23,5,53.44,3.01,5.34,56.45,EMI,OFF-AR-10002656,Sandra,1
2016-09-23,6,10.18,0.64,0.00,10.81,netbanking,OFF-BI-10000756,Matt,2
2016-09-23,1,2.31,0.14,0.00,2.45,netbanking,OFF-BI-10004654,Lena,2
2016-09-23,2,10.46,0.65,0.00,11.12,EMI,OFF-PA-10000533,Pete,3
2016-09-23,7,319.76,17.99,31.98,337.75,"Credit card",OFF-PA-10002222,Ken,1
2016-09-23,4,720.06,31.50,216.02,751.57,EMI,OFF-ST-10003716,Karen,3
2016-09-23,3,55.86,3.14,5.59,59.00,netbanking,OFF-SU-10000381,Kunst,2
2016-09-23,2,10.08,0.63,0.00,10.71,Debitcard,OFF-SU-10003002,Brendan,1
2016-09-23,5,399.92,20.00,79.98,419.92,Debitcard,TEC-AC-10002926,Kunst,1
2016-09-23,4,1584.00,84.15,237.60,1668.15,EMI,TEC-MA-10004458,Zuschuss,3
2016-09-24,4,11.76,0.74,0.00,12.50,Debitcard,OFF-AR-10000940,Lena,3
2016-09-24,2,12.16,0.76,0.00,12.92,Debitcard,OFF-BI-10000977,Erin,3
2016-09-24,3,11.95,0.75,0.00,12.70,COD,OFF-BI-10003355,Darrin,3
2016-09-24,2,101.99,5.10,20.40,107.09,Debitcard,OFF-BI-10003656,Harold,3
2016-09-24,9,131.58,7.40,13.16,138.98,Debitcard,OFF-PA-10001471,Gene,3
2016-09-24,2,62.02,3.49,6.20,65.50,Debitcard,OFF-PA-10002319,Darrin,3
2016-09-24,3,9.98,0.62,0.00,10.61,COD,OFF-SU-10001212,Eric,3
2016-09-25,2,561.58,29.83,84.24,591.42,netbanking,FUR-CH-10001394,Sean,2
2016-09-25,3,48.58,2.73,4.86,51.31,netbanking,FUR-FU-10004053,Ken,2
2016-09-26,5,56.64,3.19,5.66,59.83,Cash,OFF-AR-10002445,Tracy,1
2016-09-26,9,5.00,0.31,0.00,5.32,Cash,OFF-BI-10004022,Janet,2
2016-09-26,3,6.26,0.39,0.00,6.66,Cash,OFF-LA-10000262,Kunst,1
2016-09-26,2,33.12,1.86,3.31,34.98,Cash,OFF-LA-10001158,Darrin,2
2016-09-26,5,33.36,2.09,0.00,35.45,"Credit card",OFF-PA-10000380,Alejandro,3
2016-09-26,5,29.90,1.87,0.00,31.77,Cash,OFF-PA-10001667,Matt,1
2016-09-26,2,83.92,4.72,8.39,88.64,"Credit card",OFF-ST-10000642,Alejandro,3
2016-09-26,3,41.16,2.32,4.12,43.48,Cash,OFF-ST-10004507,Ruben,1
2016-09-27,6,1598.11,84.90,239.72,1683.01,netbanking,FUR-FU-10002298,Claire,1
2016-09-27,2,9.82,0.61,0.00,10.44,netbanking,OFF-AR-10000315,Andrew,1
2016-09-28,3,1106.91,58.80,166.04,1165.71,"Credit card",FUR-CH-10002084,Karen,1
2016-09-28,3,15.74,0.98,0.00,16.73,netbanking,OFF-AR-10003481,Emily,1
2016-09-28,5,354.75,17.74,70.95,372.49,"Credit card",OFF-ST-10003058,Ken,1
2016-09-29,3,50.97,2.87,5.10,53.84,Debitcard,OFF-AR-10003727,Karen,3
2016-09-29,1,5.02,0.31,0.00,5.34,Debitcard,OFF-BI-10004828,Henry,1
2016-09-29,9,60.05,3.75,0.00,63.80,Debitcard,OFF-PA-10000380,Brosina,1
2016-09-29,8,63.94,4.00,0.00,67.93,Debitcard,TEC-PH-10004071,Claire,3
2016-09-30,3,786.33,41.77,117.95,828.10,EMI,FUR-TA-10002356,Zuschuss,1
2016-09-30,6,236.88,13.32,23.69,250.20,COD,OFF-AP-10000576,Darrin,2
2016-09-30,7,81.76,4.60,8.18,86.36,"Credit card",OFF-AR-10000255,Darrin,2
2016-09-30,5,71.76,4.04,7.18,75.80,COD,OFF-PA-10004040,Patrick,2
2016-09-30,4,160.00,9.00,16.00,169.00,COD,TEC-AC-10003063,Darrin,2
2016-10-01,5,339.97,17.00,67.99,356.96,"Credit card",FUR-BO-10004467,Alejandro,3
2016-10-01,3,1708.70,90.77,256.31,1799.48,EMI,FUR-CH-10002331,Patrick,1
2016-10-01,2,310.74,13.60,93.22,324.34,COD,FUR-CH-10003199,Zuschuss,1
2016-10-01,4,33.12,2.07,0.00,35.19,COD,OFF-AR-10004441,Irene,3
2016-10-01,2,8.93,0.56,0.00,9.49,EMI,OFF-EN-10001415,Claire,1
2016-10-01,4,15.94,1.00,0.00,16.93,COD,OFF-LA-10001569,Ted,1
2016-10-01,1,15.18,0.85,1.52,16.03,Cash,OFF-PA-10000176,Irene,2
2016-10-01,1,28.35,1.59,2.84,29.95,COD,OFF-PA-10000474,Steve,2
2016-10-01,4,247.84,12.39,49.57,260.23,"Credit card",OFF-PA-10003039,Karen,2
2016-10-01,1,9.99,0.62,0.00,10.61,Debitcard,OFF-PA-10004022,Henry,3
2016-10-01,3,198.78,9.94,39.76,208.72,COD,TEC-AC-10003832,Janet,2
2016-10-02,4,243.56,12.18,48.71,255.74,"Credit card",FUR-CH-10001146,Matt,1
2016-10-02,5,33.48,2.09,0.00,35.57,COD,FUR-FU-10003724,Henry,2
2016-10-02,4,39.84,2.49,0.00,42.33,Debitcard,OFF-LA-10004853,Karen,3
2016-10-02,2,139.80,6.99,27.96,146.79,COD,TEC-PH-10000215,Steve,2
2016-10-03,7,2110.29,112.11,316.54,2222.40,netbanking,FUR-BO-10000780,Andrew,3
2016-10-03,9,35.10,2.19,0.00,37.29,COD,OFF-AR-10001149,Irene,2
2016-10-03,2,3.93,0.25,0.00,4.17,EMI,OFF-BI-10000343,Ken,2
2016-10-03,3,37.76,2.12,3.78,39.89,COD,OFF-BI-10001989,Ted,2
2016-10-03,6,109.58,6.16,10.96,115.75,netbanking,OFF-BI-10002429,Sandra,2
2016-10-03,3,629.91,33.46,94.49,663.37,COD,TEC-AC-10000420,Darren,2
2016-10-04,7,74.69,4.20,7.47,78.89,Cash,OFF-EN-10003862,Matt,2
2016-10-05,1,275.49,14.64,41.32,290.13,Cash,FUR-TA-10003238,Tracy,3
2016-10-06,3,184.32,9.22,36.86,193.54,COD,OFF-AP-10004532,Eric,1
2016-10-06,2,31.30,1.76,3.13,33.06,EMI,OFF-EN-10001099,Claire,2
2016-10-08,6,932.23,40.79,279.67,973.02,Debitcard,FUR-CH-10003199,Joel,3
2016-10-09,3,1256.40,66.75,188.46,1323.15,"Credit card",TEC-MA-10001972,Lena,2
2016-10-12,2,16.90,1.06,0.00,17.95,"Credit card",OFF-PA-10000143,Gene,1
2016-10-13,2,13.63,0.85,0.00,14.48,Debitcard,OFF-BI-10004001,Irene,2
2016-10-14,8,51.71,3.23,0.00,54.94,netbanking,FUR-FU-10004909,Joel,2
2016-10-15,4,95.90,5.39,9.59,101.30,Cash,TEC-PH-10004897,Kunst,1
2016-10-17,3,74.88,4.21,7.49,79.09,netbanking,FUR-FU-10001617,Tracy,2
2016-10-17,5,2618.82,139.12,392.82,2757.94,netbanking,FUR-TA-10004575,Paul,2
2016-10-18,3,354.00,15.49,106.20,369.49,"Credit card",TEC-AC-10000865,Harold,2
2016-10-19,14,68.99,4.31,0.00,73.30,netbanking,FUR-FU-10001706,Brosina,1
2016-10-19,5,279.84,13.99,55.97,293.83,Cash,FUR-FU-10003394,Lena,1
2016-10-19,4,15.60,0.98,0.00,16.58,netbanking,OFF-AR-10001149,Zuschuss,1
2016-10-19,1,15.87,0.89,1.59,16.76,Cash,OFF-AR-10002067,Andrew,1
2016-10-19,7,6.29,0.39,0.00,6.68,Cash,OFF-BI-10004140,Paul,1
2016-10-19,3,28.57,1.79,0.00,30.35,netbanking,OFF-BI-10004781,Darren,1
2016-10-19,2,8.04,0.50,0.00,8.54,netbanking,OFF-FA-10002988,Ken,1
2016-10-19,2,16.58,1.04,0.00,17.61,Cash,OFF-PA-10000551,Henry,1
2016-10-19,1,35.44,1.99,3.54,37.43,netbanking,OFF-PA-10001736,Pete,1
2016-10-19,3,16.03,1.00,0.00,17.03,netbanking,OFF-PA-10001804,Brosina,1
2016-10-19,6,131.76,7.41,13.18,139.17,netbanking,OFF-SU-10001218,Emily,1
2016-10-19,3,383.95,16.80,115.19,400.75,Cash,TEC-AC-10002402,Harold,1
2016-10-20,1,89.77,4.49,17.95,94.26,COD,FUR-CH-10003606,Ted,2
2016-10-20,3,17.30,1.08,0.00,18.39,COD,OFF-AP-10000696,Emily,1
2016-10-20,7,139.78,7.86,13.98,147.64,COD,OFF-BI-10002082,Andrew,1
2016-10-20,5,13.62,0.85,0.00,14.47,Cash,OFF-BI-10003981,Matt,1
2016-10-20,4,87.52,4.92,8.75,92.44,COD,OFF-EN-10001335,Kunst,2
2016-10-20,6,53.23,3.33,0.00,56.56,COD,OFF-EN-10002312,Linda,1
2016-10-20,3,93.02,5.23,9.30,98.26,COD,OFF-PA-10002319,Ruben,2
2016-10-20,1,17.04,0.96,1.70,18.00,COD,OFF-PA-10002377,Ken,2
2016-10-20,2,25.54,1.44,2.55,26.97,COD,OFF-SU-10000946,Linda,2
2016-10-20,1,22.70,1.28,2.27,23.98,COD,TEC-AC-10002473,Eric,2
